Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID1270967590,0,5,1,-37.8003161,144.9263344,-37.8204759,144.96644519999998,6282.0,2018-02-24,22:57:07,1698.6000000000006,23:25:25,16.03
ID1290696316,0,5,1,-37.809020700000005,144.92892759999998,-37.8046076,144.94928080000003,2166.0,2018-02-14,00:31:08,538.6200000000001,0:40:06,11.69
ID3897895442,1,3,2,-37.82454439999999,144.9888975,-37.815422399999996,144.9452062,4549.0,2018-05-24,06:06:31,1117.98,6:25:08,9.68
ID1752153256,0,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-05-15,13:10:09,4917.479999999999,14:32:06,9.82
ID1769360168,0,8,6,-37.807202000000004,145.0266373,-37.7874325,144.9803767,5793.0,2018-07-16,17:22:23,1493.5200000000002,17:47:16,9.15
ID5586206857,2,5,2,-37.8043951,144.9203651,-37.812863,144.93746399999998,2131.0,2018-07-03,16:55:21,489.4200000000001,17:03:30,58.89
ID3522736615,1,9,2,-38.1109156,144.65417250000002,-37.8201205,144.9400868,41592.0,2018-03-24,15:35:11,9972.9,18:21:23,49.73
ID1441405555,0,3,2,-37.8223443,144.99848799999998,-37.807635999999995,144.94174080000002,6026.0,2018-05-15,05:32:23,1523.1000000000006,5:57:46,11.77
ID3686863318,1,2,1,-37.8117547,144.9361055,-37.823325,144.9533352,2406.0,2018-06-01,00:04:30,654.7200000000001,0:15:24,17.55
ID1659122964,0,5,9,-37.8067703,144.9323875,-38.1109156,144.65417250000002,43577.0,2018-05-21,19:15:09,10436.82,22:09:05,17.67
ID3738726363,1,1,3,-37.8079154,144.9733791,-37.8196032,144.977878,1700.0,2018-03-27,08:36:49,397.79999999999984,8:43:26,7.15
ID5456713489,2,9,2,-38.1109156,144.65417250000002,-37.81513270000001,144.9449192,41902.0,2018-07-05,23:35:17,10101.96,2:23:38,771.84
ID1818162005,0,1,7,-37.8087831,144.9612867,-37.8618349,144.90571599999998,8765.0,2018-03-21,07:02:42,2968.14,7:52:10,6.41
ID1488888822,0,9,4,-38.1109156,144.65417250000002,-37.8003331,145.00559280000002,48131.0,2018-04-20,17:39:43,11720.940000000002,20:55:03,20.61
ID1942370233,0,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-04-01,08:09:47,3863.5799999999986,9:14:10,13.39
ID3172108363,1,1,4,-37.8022875,144.96302649999998,-37.800973,144.9974642,3582.0,2018-02-16,02:22:04,860.7599999999999,2:36:24,20.06
ID3864262734,1,3,2,-37.8207406,144.9785753,-37.8200618,144.9450101,3590.0,2018-07-14,23:05:25,837.42,23:19:22,23.85
ID3424343004,1,9,4,-38.1109156,144.65417250000002,-37.8038715,144.9917355,46644.0,2018-06-27,09:06:26,11299.140000000005,12:14:45,44.58
ID3972004661,1,1,1,-37.8207052,144.9668824,-37.8107465,144.9673176,1441.0,2018-02-15,11:23:11,369.72,11:29:20,6.41
ID3586101050,1,3,9,-37.8186886,144.98397780000002,-38.1109156,144.65417250000002,45417.0,2018-07-22,14:15:02,10924.259999999998,17:17:06,54.44
ID3979216314,1,4,6,-37.8075236,144.99565869999998,-37.773845,144.9836895,5908.0,2018-01-12,00:09:40,1258.86,0:30:38,22.15
ID1772831608,0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-01-06,12:27:45,13204.979999999996,16:07:49,24.2
ID3405503580,1,8,2,-37.8158343,145.04645,-37.810778000000006,144.9391446,9808.0,2018-05-07,20:05:35,2769.119999999998,20:51:44,22.69
ID1198235667,0,7,4,-37.8618349,144.90571599999998,-37.8048456,145.00651330000002,12127.0,2018-05-25,15:05:38,3894.3599999999983,16:10:32,9.56
ID1857840734,0,9,2,-38.1109156,144.65417250000002,-37.8137617,144.9378304,42907.0,2018-02-03,23:11:13,10280.219999999994,2:02:33,24.74
ID5228101913,2,4,5,-37.810388,144.9990886,-37.815726,144.9218574,8113.0,2018-02-10,08:48:54,2070.5999999999995,9:23:24,170.88
ID5438893155,2,8,5,-37.807202000000004,145.0266373,-37.8002739,144.9362757,8646.0,2018-01-23,21:52:12,2302.380000000001,22:30:34,201.63
ID1547490107,0,7,1,-37.8618349,144.90571599999998,-37.8254121,144.95301630000003,8334.0,2018-03-08,21:40:20,2915.46,22:28:55,13.85
ID5912261643,2,8,6,-37.8158343,145.04645,-37.7874325,144.9803767,8361.0,2018-06-30,12:20:13,2438.2200000000007,13:00:51,208.65
ID1625838335,0,7,6,-37.8618349,144.90571599999998,-37.7874421,144.9804091,11630.0,2018-04-06,16:52:11,3678.5399999999986,17:53:29,10.99
ID1291310457,0,6,8,-37.7907967,144.985865,-37.8158343,145.04645,7470.0,2018-04-30,19:34:52,2302.38,20:13:14,10.06
ID1527313412,0,8,1,-37.807202000000004,145.0266373,-37.8068568,144.9643198,6042.0,2018-04-30,08:08:33,1525.6799999999996,8:33:58,4.62
ID3907114944,1,8,2,-37.8158343,145.04645,-37.8094878,144.9362746,10082.0,2018-02-28,11:35:54,2818.199999999999,12:22:52,14.65
ID3952002254,1,9,6,-38.1109156,144.65417250000002,-37.7908183,144.9857929,47186.0,2018-06-12,19:15:57,11423.220000000007,22:26:20,50.8
ID3224444760,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-06-26,03:10:59,13204.979999999996,6:51:03,63.47
ID3427987132,1,2,4,-37.8151851,144.94698459999998,-37.8032773,145.0005892,5494.0,2018-04-30,02:54:33,1410.9,3:18:03,25.03
ID3498654601,1,6,2,-37.773845,144.9836895,-37.8149735,144.927519,8999.0,2018-04-30,11:18:20,2027.280000000001,11:52:07,18.8
ID1185247011,0,2,8,-37.8164324,144.9284395,-37.8158343,145.04645,11584.0,2018-04-17,21:40:50,3218.5799999999995,22:34:28,14.11
ID3493470375,1,8,5,-37.807202000000004,145.0266373,-37.806898,144.9269769,10383.0,2018-02-15,17:22:34,2682.959999999999,18:07:16,21.65
ID3673357680,1,6,5,-37.773845,144.9836895,-37.8113599,144.9272092,8037.0,2018-01-27,16:17:02,1795.6199999999988,16:46:57,21.24
ID3691129114,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-04-30,19:36:30,13173.36,23:16:03,59.38
ID1367604676,0,2,6,-37.8137278,144.9398582,-37.7874325,144.9803767,5630.0,2018-02-28,18:02:23,1414.6800000000005,18:25:57,11.8
ID3592163092,1,5,6,-37.8031018,144.9291818,-37.7738026,144.98364660000001,10062.0,2018-04-30,09:37:46,3097.8,10:29:23,22.5
ID1659269123,0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-04-01,23:42:58,4292.399999999998,0:54:30,18.91
ID1777237487,0,5,8,-37.809067,144.9287565,-37.8158343,145.04645,10751.0,2018-03-22,22:30:48,3026.4000000000005,23:21:14,13.63
ID1640860037,0,9,4,-38.1109156,144.65417250000002,-37.8137352,145.006257,47628.0,2018-07-18,04:16:20,11387.100000000002,7:26:07,22.12
ID3490587452,1,6,1,-37.7874325,144.9803767,-37.812999100000006,144.9739954,2980.0,2018-02-19,03:47:41,733.2000000000003,3:59:54,20.96
ID3795985211,1,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-04-30,04:34:14,4917.479999999999,5:56:11,35.4
ID3541460925,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-07-17,09:10:41,12681.059999999998,12:42:02,49.89
ID1803203217,0,4,7,-37.803445,144.99141200000003,-37.8618349,144.90571599999998,11513.0,2018-02-11,21:42:19,3689.280000000001,22:43:48,17.77
ID1208476960,0,5,4,-37.799544700000006,144.92741840000002,-37.8011789,145.0038446,7376.0,2018-04-15,01:16:06,1932.7199999999993,1:48:18,14.77
ID3678597494,1,2,5,-37.8246356,144.9466172,-37.800655,144.937548,3490.0,2018-04-04,13:38:40,802.6200000000001,13:52:02,14.79
ID1813120359,0,8,3,-37.8158343,145.04645,-37.8234562,144.9949336,5765.0,2018-07-10,17:26:51,1774.3200000000006,17:56:25,9.27
ID5422828415,2,6,8,-37.773845,144.9836895,-37.8158343,145.04645,10698.0,2018-01-16,10:25:12,2756.46,11:11:08,215.07
ID3197091538,1,1,9,-37.808196200000005,144.97330580000002,-38.1109156,144.65417250000002,44547.0,2018-04-18,03:15:20,10764.84,6:14:44,55.27
ID1629920430,0,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-05-28,12:53:48,3697.0200000000013,13:55:25,9.61
ID1687708602,0,5,8,-37.8057345,144.9287381,-37.8158343,145.04645,10996.0,2018-07-11,09:58:50,3094.7399999999993,10:50:24,7.84
ID3569424952,1,2,6,-37.8209827,144.9475878,-37.7907967,144.985865,5642.0,2018-04-16,05:06:40,1455.36,5:30:55,23.33
ID3423472667,1,4,3,-37.80883239999999,145.01025259999997,-37.8163999,144.98515759999998,3058.0,2018-06-20,04:12:57,737.0400000000002,4:25:14,20.89
ID3440584992,1,8,4,-37.8158343,145.04645,-37.8124771,145.00383480000002,3933.0,2018-04-16,09:03:58,1277.1,9:25:15,10.93
ID3712749968,1,6,8,-37.7907967,144.985865,-37.807202000000004,145.0266373,4834.0,2018-03-12,11:02:27,1358.6400000000006,11:25:05,11.54
ID3487124122,1,2,8,-37.8207729,144.94556200000002,-37.8158343,145.04645,9566.0,2018-01-06,10:39:31,2593.140000000001,11:22:44,17.91
ID1554439128,0,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-06-20,02:39:26,12069.78,6:00:35,22.9
ID1837216890,0,4,2,-37.8167041,145.007284,-37.816042100000004,144.9286688,8639.0,2018-03-20,23:41:06,2143.140000000001,0:16:49,13.09
ID1300063087,0,1,6,-37.813675700000005,144.95722130000001,-37.7908183,144.9857929,4303.0,2018-04-20,19:44:04,1078.56,20:02:02,7.73
ID1206404621,0,6,9,-37.7874325,144.9803767,-38.1109156,144.65417250000002,47033.0,2018-03-28,15:34:39,11350.5,18:43:49,19.87
ID1916456515,0,5,8,-37.812655,144.92524369999998,-37.8158343,145.04645,11257.0,2018-05-28,19:45:48,3172.2,20:38:40,11.03
ID5938207200,2,4,6,-37.811338899999996,145.00858190000002,-37.7907967,144.985865,4103.0,2018-01-17,17:54:00,1147.02,18:13:07,107.48
ID1471631315,0,3,1,-37.8222313,144.97586090000001,-37.8164402,144.9633924,1770.0,2018-07-05,21:14:59,451.97999999999985,21:22:30,10.58
ID1885544215,0,2,6,-37.816592799999995,144.9320136,-37.7738026,144.98364660000001,9380.0,2018-02-21,19:09:23,2696.82,19:54:19,9.56
ID1718826374,0,5,4,-37.800007,144.93568340000002,-37.8149764,145.008444,9707.0,2018-03-05,13:45:58,2360.4,14:25:18,9.38
ID1365729035,0,8,1,-37.8158343,145.04645,-37.819511799999994,144.9598887,8136.0,2018-01-21,17:23:36,2344.380000000001,18:02:40,13.23
ID3510824260,1,4,7,-37.8188114,145.0052595,-37.8618349,144.90571599999998,11090.0,2018-07-20,15:03:41,3524.9400000000005,16:02:25,24.5
ID3266296199,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-04-28,11:55:39,12681.059999999998,15:27:00,56.23
ID3973000451,1,2,7,-37.8127164,144.9429385,-37.8618349,144.90571599999998,9840.0,2018-01-23,17:52:33,3265.02,18:46:58,23.01
ID1236490759,0,5,9,-37.799680200000005,144.9373507,-38.1109156,144.65417250000002,44218.0,2018-01-09,04:53:30,10564.8,7:49:34,18.26
ID3326657466,1,4,7,-37.799906799999995,145.0000316,-37.8618349,144.90571599999998,11973.0,2018-02-12,10:23:47,3937.380000000001,11:29:24,17.92
ID5926121515,2,1,8,-37.8061396,144.977778,-37.807202000000004,145.0266373,4782.0,2018-05-28,16:00:29,1255.8,16:21:24,114.74
ID3389957561,1,1,6,-37.8090669,144.9552079,-37.7738026,144.98364660000001,8187.0,2018-02-13,15:46:55,2592.3,16:30:07,20.11
ID5781189001,2,8,4,-37.8158343,145.04645,-37.803041799999995,144.99806,5232.0,2018-01-17,21:22:38,1634.5200000000002,21:49:52,150.74
ID3576138923,1,7,2,-37.8618349,144.90571599999998,-37.8141178,144.9378554,10370.0,2018-05-06,14:03:41,3415.259999999999,15:00:36,28.54
ID1959979541,0,2,6,-37.810257299999996,144.936063,-37.7907967,144.985865,6204.0,2018-02-26,05:46:57,1697.5200000000002,6:15:14,12.43
ID1906437791,0,8,5,-37.807202000000004,145.0266373,-37.7998391,144.9265225,9973.0,2018-05-27,02:51:54,2498.760000000001,3:33:32,15.28
ID3932756757,1,2,9,-37.8163872,144.9285555,-38.1109156,144.65417250000002,44140.0,2018-02-11,17:19:26,10607.64,20:16:13,55.08
ID3319573965,1,6,3,-37.773845,144.9836895,-37.8186685,144.98310469999998,6150.0,2018-03-27,20:04:57,1339.6200000000008,20:27:16,15.78
ID1668124012,0,7,3,-37.8618349,144.90571599999998,-37.8131949,144.9875679,9709.0,2018-03-24,18:51:06,3279.4199999999987,19:45:45,14.42
ID3718864225,1,9,1,-38.1109156,144.65417250000002,-37.801216100000005,144.9629847,44504.0,2018-03-20,04:49:09,10756.620000000004,7:48:25,55.53
ID1922806006,0,9,3,-38.1109156,144.65417250000002,-37.823082299999996,144.9881706,45813.0,2018-07-01,09:20:17,11106.240000000007,12:25:23,18.34
ID1148280155,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-07-22,19:33:47,13173.36,23:13:20,24.97
ID1804291419,0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-05-21,17:42:38,4292.399999999998,18:54:10,12.31
ID1993811296,0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-07-05,00:51:17,4911.5999999999985,2:13:08,15.25
ID3242510402,1,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-02-20,14:23:31,11407.86,17:33:38,51.52
ID1565339502,0,3,6,-37.8196575,144.9756073,-37.7874421,144.9804091,4020.0,2018-07-18,13:20:29,997.62,13:37:06,6.1
ID1691173363,0,9,1,-38.1109156,144.65417250000002,-37.817927000000005,144.96786740000002,43815.0,2018-05-08,05:12:32,10576.200000000004,8:08:48,20.79
ID5349101484,2,2,8,-37.8129588,144.9337,-37.807202000000004,145.0266373,9961.0,2018-06-23,22:56:52,2559.6600000000008,23:39:31,228.7
ID1863339133,0,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357.0,2018-07-26,23:15:14,2437.38,23:55:51,11.81
ID3783837849,1,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-07-13,08:44:50,4298.280000000002,9:56:28,20.88
ID5938659072,2,2,2,-37.809799299999995,144.93596630000002,-37.8132619,144.9385342,560.0,2018-05-08,04:55:13,146.7,4:57:39,42.71
ID3303428115,1,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-03-15,01:12:38,4911.5999999999985,2:34:29,36.31
ID3614843808,1,5,4,-37.8047365,144.9270512,-37.8006046,145.0008396,7435.0,2018-02-14,11:17:24,1887.78,11:48:51,12.9
ID3960093646,1,8,4,-37.8158343,145.04645,-37.810773600000005,145.01552130000002,4417.0,2018-03-02,10:32:42,1399.6199999999994,10:56:01,9.13
ID1829381867,0,2,1,-37.8152021,144.9368419,-37.8026334,144.966104,3273.0,2018-05-25,13:03:36,816.78,13:17:12,7.16
ID1193268870,0,6,1,-37.7874421,144.9804091,-37.8147239,144.9584132,4205.0,2018-05-17,00:17:22,1096.0199999999998,0:35:38,10.72
ID5349607432,2,6,4,-37.7907967,144.985865,-37.8116581,145.0045714,3921.0,2018-05-25,19:01:35,1115.4600000000003,19:20:10,105.37
ID1273684553,0,3,6,-37.822632899999995,144.9972977,-37.7738026,144.98364660000001,10205.0,2018-04-03,16:37:23,3089.640000000001,17:28:52,8.45
ID3896342520,1,9,4,-38.1109156,144.65417250000002,-37.8194857,145.0082458,47512.0,2018-04-22,15:27:15,11549.879999999992,18:39:44,57.72
ID3177307781,1,3,5,-37.821937,144.9683219,-37.7993843,144.925888,5419.0,2018-02-10,16:53:06,1391.1000000000006,17:16:17,21.43
ID1802891428,0,2,9,-37.8157195,144.9371449,-38.1109156,144.65417250000002,42629.0,2018-03-10,07:50:29,10241.58,10:41:10,18.51
ID5787886846,2,9,2,-38.1109156,144.65417250000002,-37.821048499999996,144.9473608,41852.0,2018-01-19,15:15:02,10059.899999999996,18:02:41,757.41
ID1782078986,0,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-03-18,10:26:52,12976.499999999995,14:03:08,19.97
